region,local_authority,road_name,road_classification,managed_by,road_type,start_junction,end_junction,link_km,link_miles,easting,northing,latitude,longitude,count_point_id
South East,Hampshire,A36,'A' road,Local authority,Major,Brunel Rd,A336,2.20,1.37,435000,114640,50.93014721,-1.50333231,6381
South West,Bath and North East Somerset,A37,'A' road,Local authority,Major,B3130,Staunton Lane,3.20,1.99,361760,165340,51.38580523,-2.55090971,6382
South West,Somerset,A37,'A' road,Local authority,Major,B3139,A39,4.00,2.49,362340,152000,51.26589741,-2.54116241,6383
South West,Somerset,A37,'A' road,Local authority,Major,"Thone Lane roundabout, Yeovil",A303,6.10,3.79,352860,120000,50.97746250,-2.67283509,6385
West Midlands,Staffordshire,A38,'A' road,Highways England,Major,A5121,A5121,7.00,4.35,422520,322972,52.80385431,-1.66739093,6388
West Midlands,Birmingham,A38,'A' road,Local authority,Major,B4148,A452,1.60,0.99,413000,291000,52.51674616,-1.80984973,6390
West Midlands,Birmingham,A4400,'A' road,Local authority,Major,A41 The Priory Queensway,A38 Corporation St,0.60,0.37,407466,287327,52.48382891,-1.89148437,6391
West Midlands,Birmingham,A38,'A' road,Local authority,Major,A4029,B4217,0.50,0.31,406100,284000,52.45393596,-1.91165830,6392
West Midlands,Worcestershire,A38,'A' road,Local authority,Major,A38 Birmingham Rd,M5,1.20,0.75,397020,275000,52.37304840,-2.04518855,6393
West Midlands,Worcestershire,A38,'A' road,Local authority,Major,M5,B4094,4.00,2.49,393896,268125,52.31121485,-2.09095020,6394
West Midlands,Worcestershire,A38,'A' road,Local authority,Major,LA Boundary,A4104,3.30,2.05,386785,240436,52.06215074,-2.19416431,6396
South West,Gloucestershire,A430,'A' road,Local authority,Major,A4302,A38/A417,1.50,0.93,383424,218980,51.86915312,-2.24214888,6397
South West,Gloucestershire,A38,'A' road,Local authority,Major,A419,B4008,5.80,3.60,379875,211842,51.80485783,-2.29327648,6398
South West,South Gloucestershire,A38,'A' road,Local authority,Major,Old Aust Rd,B4427,2.80,1.74,361540,185000,51.56255745,-2.55621860,6399
South West,"Bristol, City of",A38,'A' road,Local authority,Major,Parson St,A370 roundabout,2.40,1.49,358006,171006,51.43648369,-2.60552855,6401
South West,Somerset,A38,'A' road,Local authority,Major,A371,A371,1.00,0.62,342111,155157,51.29258278,-2.83159225,6402
South West,Somerset,A38,'A' road,Local authority,Major,trading estate roundabout north of Bridgwater,A39 spur to M5,2.40,1.49,331031,140847,51.16269035,-2.98771312,6403
South West,Devon,A379,'A' road,Local authority,Major,Sannerville Way Rndbt,Glasshouse Lane,0.90,0.56,294000,89374,50.69431184,-3.50215367,6407
South West,Devon,A38,'A' road,Highways England,Major,B3380 Cave Inn Rndbt,B3352,2.20,1.37,274768,68648,50.50418808,-3.76732920,6409
South West,Devon,A38,'A' road,Highways England,Major,LA Boundary,B3416 mid-junction,1.90,1.18,255366,54979,50.37686176,-4.03548272,6410
South West,Cornwall excluding Isles of Scilly,A38,'A' road,Highways England,Major,A30,A390,13.80,8.57,220666,65133,50.45853311,-4.52790469,6413
South West,Somerset,A39,'A' road,Local authority,Major,A38 Bristol rd,M5,0.80,0.50,331137,141178,51.16567908,-2.98626108,6416
South West,Somerset,A39,'A' road,Local authority,Major,B3190,A358,1.90,1.18,306714,140755,51.15841209,-3.33536256,6417
South West,Devon,A39,'A' road,Local authority,Major,Westaway Plain,B3230,0.80,0.50,256227,135239,51.09837741,-4.05471448,6418
South West,Devon,A39,'A' road,Local authority,Major,LA Boundary,Clovelly Road roundabout,21.20,13.17,239898,123712,50.99047606,-4.28263477,6419
South West,Cornwall excluding Isles of Scilly,A39,'A' road,Local authority,Major,A395,B3262,3.10,1.93,215000,88624,50.66780929,-4.61932105,6420
London,Camden,A40,'A' road,Local authority,Major,Procter St,Gray's Inn Rd,0.50,0.31,531000,181610,51.51823022,-0.11333110,6425
London,Westminster,A40,'A' road,Local authority,Major,Orchard St,Regent St,0.80,0.50,528500,181100,51.51422052,-0.14952830,6426
London,Hammersmith and Fulham,A219,'A' road,Local authority,Major,A40,Uxbridge Rd,1.10,0.68,523300,180500,51.50998578,-0.22463795,6428
London,Ealing,A40,'A' road,Local authority,Major,A312,A4127,2.30,1.43,514000,183445,51.53840525,-0.35763746,6429
South East,Buckinghamshire,A40,'A' road,Local authority,Major,A413,A412,1.30,0.81,502700,186880,51.57144814,-0.51950711,6430
South East,Buckinghamshire,A40,'A' road,Local authority,Major,Station Rd,A4094,0.60,0.37,490400,190660,51.60753150,-0.69596023,6431
South East,Buckinghamshire,A40,'A' road,Local authority,Major,Chipps Hill,A4010,2.80,1.74,481000,194230,51.64105266,-0.83084325,6432
South East,Oxfordshire,A40,'A' road,Local authority,Major,B4047,A415,6.60,4.10,430000,209710,51.78525730,-1.56648185,6434
South West,Gloucestershire,A40,'A' road,Local authority,Major,"East End Rd, Cheltenham",A436,6.00,3.73,401088,220564,51.88364381,-1.98559064,6435
South West,Gloucestershire,A40,'A' road,Local authority,Major,A40,A4016,0.90,0.56,394000,221700,51.89382435,-2.08859014,6436
South West,Gloucestershire,A38,'A' road,Local authority,Major,A417,A40(T),1.20,0.75,383560,220000,51.87832802,-2.24022251,6437
South West,Gloucestershire,A40,'A' road,Highways England,Major,A4136,A48,8.20,5.10,374790,218700,51.86631063,-2.36752696,6438
North West,Wirral,A41,'A' road,Local authority,Major,B5149,A5227,1.40,0.87,332600,388000,53.38454186,-3.01479131,6440
North West,West Cheshire,A41,'A' road,Highways England,Major,A550 Hooton,M53 Junction 5,0.80,0.50,336230,378800,53.30230855,-2.95836797,6441
North West,West Cheshire,A41,'A' road,Local authority,Major,A56,A5116,3.70,2.30,340937,369741,53.22143528,-2.88606245,6442
West Midlands,Shropshire,A41,'A' road,Local authority,Major,A529,A53,8.70,5.41,366759,329661,52.86341358,-2.49519093,6444
West Midlands,Wolverhampton,A41,'A' road,Local authority,Major,Ring Road Wolverhampton,A454 Wolverhampton,0.40,0.25,390700,298600,52.58514047,-2.13868814,6446
West Midlands,Walsall,A41,'A' road,Local authority,Major,LA Boundary,A4444,0.60,0.37,396400,295860,52.56057748,-2.05453044,6447
West Midlands,Birmingham,A41,'A' road,Local authority,Major,A4040 Handsworth,LA Boundary,0.50,0.31,403000,290170,52.50942984,-1.95722210,6448
West Midlands,Birmingham,A41,'A' road,Local authority,Major,LA Boundary,A4040 Acocks Green,1.60,0.99,412000,283240,52.44700725,-1.82486443,6449
West Midlands,Solihull,A41,'A' road,Local authority,Major,B4102 Solihull,M42 Junction 5,1.80,1.12,417000,278771,52.40669973,-1.75152364,6450
South East,Buckinghamshire,A41,'A' road,Local authority,Major,B489 Lower Icknield Way,"Bedgrove, Aylesbury",4.50,2.80,485000,213090,51.81000060,-0.76845223,6454
East of England,Hertfordshire,A4251,'A' road,Local authority,Major,A4146,A414,0.80,0.50,505000,205832,51.74137162,-0.48064580,6455
East of England,Hertfordshire,A41,'A' road,Local authority,Major,B462,A4008 / M25 J5,1.00,0.62,513140,197800,51.66759988,-0.36540428,6456
London,Barnet,A41,'A' road,Local authority,Major,A407,A406,2.10,1.30,524000,187540,51.57310296,-0.21207729,6458
London,Westminster,A41,'A' road,Local authority,Major,York St,Portman Sq (north),0.50,0.31,528000,181700,51.51972609,-0.15651218,6459
East Midlands,North Northamptonshire,A43,'A' road,Local authority,Major,A427,A47,14.20,8.82,498632,300207,52.59074268,-0.54545525,6460
East Midlands,West Northamptonshire,A5123,'A' road,Local authority,Major,A5101,A43/A5076,2.80,1.74,477204,263043,52.26016064,-0.87025770,6461
East Midlands,West Northamptonshire,A508,'A' road,Local authority,Major,A45,A508 Cattle Market Rd,2.00,1.24,475470,259528,52.22880566,-0.89644241,6462
South West,Gloucestershire,A44,'A' road,Local authority,Major,A424,A429,5.60,3.48,419372,232278,51.98863200,-1.71929591,6465
West Midlands,Worcestershire,A44,'A' road,Local authority,Major,A38,A4440,2.60,1.62,385958,254123,52.18518430,-2.20679916,6467
West Midlands,Solihull,A45,'A' road,Local authority,Major,LA Boundary,LA Boundary,2.50,1.55,425000,282640,52.44117667,-1.63363938,6470
West Midlands,Coventry,A45,'A' road,Highways England,Major,A444,A46,2.70,1.68,435635,275716,52.37834581,-1.47792585,6471
West Midlands,Warwickshire,A45,'A' road,Highways England,Major,A4071,M45,1.70,1.06,446000,271760,52.34201256,-1.32620935,6472
East Midlands,Northamptonshire,A45,'A' road,Local authority,Major,A425,A5,5.60,3.48,459997,260403,52.23857173,-1.12279515,6473
East Midlands,West Northamptonshire,A428,'A' road,Local authority,Major,A508/A5123,A508,0.30,0.19,475251,260127,52.23421991,-0.89951514,6474
East of England,Suffolk,A14,'A' road,Highways England,Major,A14/A143,A134 at flyover,2.10,1.30,586097,264484,52.24707945,0.72460356,6480
East of England,Suffolk,A14,'A' road,Highways England,Major,A140,B113,5.30,3.29,612438,251171,52.11803730,1.10154519,6481
East of England,Suffolk,A14,'A' road,Highways England,Major,C- Trinley St Martin junction,A154E,1.70,1.06,628800,236450,51.97938693,1.33026351,6482
East Midlands,Lincolnshire,A46,'A' road,Local authority,Major,A631,A1103,4.00,2.49,510136,391442,53.40833215,-0.34465992,6483
East Midlands,Leicester,A5460,'A' road,Local authority,Major,LA Boundary,Evesham Rd,0.80,0.50,456800,302370,52.61615783,-1.16249778,6488
West Midlands,Coventry,A4600,'A' road,Local authority,Major,B4082 Woodway Lane,Parkway roundabout,1.20,0.75,438000,281050,52.42613930,-1.44258290,6490
West Midlands,Coventry,A444,'A' road,Local authority,Major,A45,A4114 / A4082,1.70,1.06,434350,276100,52.38187948,-1.49676279,6491
West Midlands,Warwickshire,A46,'A' road,Highways England,Major,M40,A4177,3.70,2.30,426578,264728,52.28007408,-1.61183513,6492
South West,Gloucestershire,A46,'A' road,Local authority,Major,A4171,A4173,2.50,1.55,384767,207163,51.76294430,-2.22211933,6495
South West,Gloucestershire,A46,'A' road,Local authority,Major,LA Boundary,A4135,8.80,5.47,380000,188650,51.59633686,-2.29012406,6496
East of England,Norfolk,A140,'A' road,Local authority,Major,A1074,A1067,1.70,1.06,620629,309427,52.63773212,1.25928165,6498
East of England,Norfolk,A1242,'A' road,Local authority,Major,Carrow Rd,LA Boundary,0.60,0.37,624960,308301,52.62585009,1.32241027,6499
East of England,Peterborough,A47,'A' road,Highways England,Major,Thorney Rd,B1040,4.80,2.98,525000,303550,52.61536366,-0.15515260,6502
East of England,Peterborough,A47,'A' road,Highways England,Major,A6118,A1260,8.50,5.28,510000,299260,52.58005396,-0.37802728,6503
East Midlands,Leicestershire,A47,'A' road,Local authority,Major,B6047,Uppingham Road (non-A47),5.90,3.67,475354,302059,52.61110919,-0.88857596,6504
East Midlands,Leicester,A47,'A' road,Local authority,Major,Dysart Way,B6416,1.80,1.12,460000,305100,52.64035364,-1.11474511,6505
North West,Lancashire,A49,'A' road,Local authority,Major,A5083,A6,1.70,1.06,356060,424561,53.71561859,-2.66726222,6510
North West,Wigan,A49,'A' road,Local authority,Major,M6 spur,A571,3.30,2.05,356685,404000,53.53087518,-2.65492812,6511
North West,West Cheshire,A49,'A' road,Local authority,Major,B5152,A54,2.10,1.30,357950,367150,53.19976827,-2.63092950,6514
West Midlands,Shropshire,A49,'A' road,Local authority,Major,A53/A5124/A5112,A41(T),22.90,14.23,356040,330000,52.86568950,-2.65444116,6515
West Midlands,Shropshire,A5191,'A' road,Local authority,Major,A5112,Abbey Foregate roundabout,2.10,1.30,349715,311991,52.70325601,-2.74561431,6516
West Midlands,Shropshire,A49,'A' road,Highways England,Major,A456,B4361,3.00,1.86,351529,270503,52.33047695,-2.71270845,6517
West Midlands,"Herefordshire, County of",A49,'A' road,Highways England,Major,A438,A4103,2.20,1.37,350800,241000,52.06518483,-2.71911400,6518
North West,East Cheshire,A50,'A' road,Local authority,Major,LA Boundary,A556(T),6.90,4.29,370000,383700,53.34934776,-2.45212027,6520
North West,East Cheshire,A50,'A' road,Local authority,Major,A534,A533,5.90,3.67,380625,358600,53.12423049,-2.29098059,6521
West Midlands,Stoke-on-Trent,A50,'A' road,Local authority,Major,A53,A5006,0.60,0.37,387920,348200,53.03096213,-2.18157528,6522
West Midlands,Staffordshire,A522,'A' road,Local authority,Major,A522 New Rd,A522 spur to A50,8.20,5.10,405000,337171,52.93193715,-1.92705885,6524
East Midlands,Leicestershire,A511,'A' road,Local authority,Major,B591 Copt Oak Rd,M1,1.00,0.62,447500,311400,52.69821988,-1.29854693,6527
East Midlands,Leicestershire,A5199,'A' road,Local authority,Major,A5199 Berridges Lane,Bruntingthorpe Rd,6.90,4.29,463300,290000,52.50425006,-1.06886029,6529
North West,West Cheshire,A51,'A' road,Local authority,Major,A54,A49,7.80,4.85,349850,365700,53.18603178,-2.75194623,6530
West Midlands,Staffordshire,A51,'A' road,Local authority,Major,A519,A34,4.60,2.86,384985,336623,52.92681862,-2.22479665,6532
West Midlands,Staffordshire,A51,'A' road,Local authority,Major,A513,Bower Lane,1.40,0.87,402953,319975,52.77736995,-1.95765885,6533
West Midlands,Staffordshire,A51,'A' road,Local authority,Major,A461,A5127,0.80,0.50,411550,309304,52.68132874,-1.83058520,6534
West Midlands,Stoke-on-Trent,A52,'A' road,Local authority,Major,B5045,A52 Shelton Old Rd,2.10,1.30,385800,346030,53.01140357,-2.21309011,6536
West Midlands,Staffordshire,A52,'A' road,Local authority,Major,A523(T),B5032,5.40,3.36,415000,346433,53.01501088,-1.77786233,6538
East Midlands,Derbyshire,A52,'A' road,Local authority,Major,Brun Lane,LA Boundary,1.30,0.81,430863,337897,52.93760553,-1.54223196,6539
East Midlands,Derby,A52,'A' road,Highways England,Major,A6005,A6096,0.30,0.19,439650,335620,52.91656340,-1.41177519,6540
East Midlands,Nottinghamshire,A6011,'A' road,Local authority,Major,A6520,A52,2.40,1.49,460000,337460,52.93122082,-1.10882794,6541
East Midlands,Lincolnshire,A52,'A' road,Local authority,Major,Edge of built up area near Gloucester Road,A607,1.90,1.18,490100,336340,52.91695683,-0.66145328,6542
West Midlands,Staffordshire,A53,'A' road,Local authority,Major,B5051,"Sunnyhills Rd, Leek",6.00,3.73,396405,354678,53.08931965,-2.05512821,6544
West Midlands,Staffordshire,A53,'A' road,Local authority,Major,Borough Rd,A500(T),1.40,0.87,385625,346450,53.01517427,-2.21571729,6545
West Midlands,Staffordshire,A53,'A' road,Local authority,Major,LA Boundary,B5026,4.90,3.04,370000,335131,52.91277486,-2.44755929,6546
North West,West Cheshire,A54,'A' road,Local authority,Major,A51,A556,7.20,4.47,350800,368240,53.20895030,-2.73812257,6547
North West,Cheshire,A54,'A' road,Local authority,Major,A533,A530,0.80,0.50,369400,366700,53.19650895,-2.45949038,6548
North West,Lancashire,A56,'A' road,Local authority,Major,A56 Market St,A6068,0.30,0.19,389380,440300,53.85882675,-2.16295043,6550
North West,Manchester,A56,'A' road,Local authority,Major,A6042,LA Boundary,1.40,0.87,383330,400000,53.49644979,-2.25274745,6553
North West,Trafford,A5067,'A' road,Local authority,Major,A56/A5063,A5014,0.50,0.31,381600,396300,53.46313599,-2.27860925,6554
North West,Warrington,A56,'A' road,Local authority,Major,A50,Bell Lane,1.30,0.81,365000,387070,53.37932975,-2.52760223,6556
North West,Halton,A56,'A' road,Local authority,Major,A533,Bridgwater Grange,1.30,0.81,356010,380000,53.31510891,-2.66175047,6557
North West,West Cheshire,A56,'A' road,Local authority,Major,A5268,A41,2.50,1.55,342510,368032,53.20624779,-2.86219805,6558
North West,Knowsley,A57,'A' road,Local authority,Major,M57 spur roundabout,M57 spur roundabout,0.70,0.43,345400,392600,53.42736489,-2.82317120,6559
North West,St. Helens,A57,'A' road,Local authority,Major,B5419,A569,2.30,1.43,352000,389470,53.39987654,-2.72337616,6560
North West,Salford,A57,'A' road,Local authority,Major,A5186,M602,1.00,0.62,381017,398135,53.47960898,-2.28750159,6562
East Midlands,Derbyshire,A57,'A' road,Local authority,Major,LA Boundary,Cottage Lane,1.00,0.62,401260,395103,53.45270051,-1.98249107,6564
Yorkshire and The Humber,Sheffield,A57,'A' road,Local authority,Major,A6101,Hagg Lane,2.40,1.49,430812,387194,53.38072078,-1.53826703,6565
North West,Knowsley,A58,'A' road,Local authority,Major,A57/M57 slips,A58 St Helens Rd,1.60,0.99,346043,393255,53.43331817,-2.81360777,6568
North West,St. Helens,A58,'A' road,Local authority,Major,A580(T),LA Boundary,2.90,1.80,355000,398030,53.47707727,-2.67948679,6570
North West,Bolton,A58,'A' road,Local authority,Major,A6,M61,0.90,0.56,367504,406524,53.55434577,-2.49198078,6571
North West,Bolton,A58,'A' road,Local authority,Major,A676,A579,2.00,1.24,373419,410000,53.58592157,-2.40299543,6572
North West,Rochdale,A58,'A' road,Local authority,Major,A6046,A6046,0.50,0.31,385800,410784,53.59345254,-2.21600966,6574
North West,Rochdale,A58,'A' road,Local authority,Major,A640,A6060,0.40,0.25,389287,413000,53.61345416,-2.16340441,6575
Yorkshire and The Humber,Calderdale,A58,'A' road,Local authority,Major,A672,"Jerry Lane, Sowerby Bridge",4.10,2.55,404130,420000,53.67646635,-1.93895658,6576
Yorkshire and The Humber,Calderdale,A58,'A' road,Local authority,Major,A58 principal,A644,1.10,0.68,412000,425556,53.72628460,-1.81960933,6577
Yorkshire and The Humber,Leeds,A58,'A' road,Local authority,Major,B6135,A6110,5.20,3.23,423443,429918,53.76510414,-1.64585488,6578
Yorkshire and The Humber,North Yorkshire,A59,'A' road,Local authority,Major,A65(T),"Stonecrop Drive, Harrogate",28.70,17.83,418760,455330,53.99368850,-1.71535014,6580
North West,Lancashire,A59,'A' road,Local authority,Major,A671,A671,4.00,2.49,375150,440000,53.85564102,-2.37927078,6581
North West,Lancashire,A59,'A' road,Local authority,Major,B6245,A666,4.30,2.67,370000,434560,53.80647554,-2.45702734,6582
North West,Lancashire,A59,'A' road,Local authority,Major,A6,A5085,1.70,1.06,355000,429640,53.76117482,-2.68406388,6583
North West,Lancashire,A59,'A' road,Local authority,Major,A581,A565,3.20,1.99,345475,418537,53.66047852,-2.82657232,6584
North West,Liverpool,A59,'A' road,Local authority,Major,A5054,A5089,0.60,0.37,335000,392760,53.42762200,-2.97969667,6586
Yorkshire and The Humber,Doncaster,A60,'A' road,Local authority,Major,Woodfield Way roundabout,A630,2.20,1.37,456445,400296,53.49636634,-1.15062044,6587
East Midlands,Nottinghamshire,A60,'A' road,Local authority,Major,B683,A611,5.40,3.36,455650,354550,53.08529471,-1.17059703,6589
East Midlands,Nottinghamshire,A60,'A' road,Local authority,Major,C26 Main St,A52,9.20,5.72,458500,330000,52.86433327,-1.13247886,6590
Yorkshire and The Humber,North Yorkshire,A61,'A' road,Local authority,Major,LA Boundary,A658,4.50,2.80,430300,450000,53.94524037,-1.53986543,6593
Yorkshire and The Humber,Leeds,A61,'A' road,Local authority,Major,A654,A639,2.80,1.74,432576,428146,53.74868993,-1.50749897,6595
East Midlands,Derbyshire,A61,'A' road,Local authority,Major,B6057 Broombank Rd,B6057 Jordanthorpe Parkway/Sheffield Road Rdbt,6.70,4.16,434728,378813,53.30514851,-1.48031610,6599
East Midlands,Derbyshire,A61,'A' road,Local authority,Major,Langer Lane,St Augustine's Rd,0.70,0.43,438370,369600,53.22208981,-1.42677306,6600
East Midlands,Derbyshire,A61,'A' road,Local authority,Major,B6025,B6013,3.00,1.86,440000,358360,53.12093993,-1.40376194,6601
Yorkshire and The Humber,Calderdale,A62,'A' road,Local authority,Major,LA Boundary,A644,0.50,0.31,417720,420800,53.68337646,-1.73318831,6604
North West,Oldham,A62,'A' road,Local authority,Major,B6477,A672,1.00,0.62,393960,405488,53.54601018,-2.09262117,6605
North West,Oldham,A62,'A' road,Local authority,Major,M60,A6048,2.00,1.24,391300,404000,53.53259750,-2.13272268,6606
Yorkshire and The Humber,Leeds,A63,'A' road,Local authority,Major,A642,Ninelands Lane,1.90,1.18,440000,432382,53.78624577,-1.39437999,6607
North West,Westmorland and Furness,A65,'A' road,Local authority,Major,"Natland Mill Beck Lane, Kendal",A590/A6070,9.30,5.78,352508,490004,54.30343081,-2.73132724,6611
