region,local_authority,road_name,road_classification,managed_by,road_type,start_junction,end_junction,link_km,link_miles,easting,northing,latitude,longitude,count_point_id
South West,North Somerset,A371,'A' road,Local authority,Major,A370,A368 Banwell,5.30,3.29,336700,160000,51.33554849,-2.91004394,6995
South West,Somerset,A371,'A' road,Local authority,Major,B3153,A359,3.40,2.11,364130,132987,51.09505507,-2.51360324,6997
South West,Somerset,A372,'A' road,Local authority,Major,A361,A378,7.40,4.60,339100,131560,51.08010730,-2.87075975,6998
South West,Cornwall excluding Isles of Scilly,A374,'A' road,Local authority,Major,A387,B3249,1.30,0.81,234292,57004,50.38949712,-4.33251681,7002
South West,Devon,A376,'A' road,Local authority,Major,B3179,A3052,2.60,1.62,298159,88787,50.68977856,-3.44312718,7006
South West,Torbay,A3022,'A' road,Local authority,Major,B3199 Hele Rd,Newton Rd,1.40,0.87,289750,66370,50.48672322,-3.55547281,7010
South West,Devon,A380,'A' road,Local authority,Major,A381/A383,B3195,2.40,1.49,287220,74570,50.55995677,-3.59360181,7015
South West,Devon,A381,'A' road,Local authority,Major,A380/A383,"Broadmeadow Lane, Teignmouth",5.10,3.17,290561,73297,50.54914858,-3.54607743,7016
South West,Devon,A381,'A' road,Local authority,Major,A381 (other branch),A379,2.10,1.30,272000,43828,50.28048238,-3.79788535,7018
South West,Devon,A382,'A' road,Local authority,Major,B3344,B3212,10.80,6.71,280000,80900,50.61541948,-3.69753495,7019
South West,Devon,A383,'A' road,Local authority,Major,A38(T),"Chercombe Bridge Rd, Newton Abbot",5.90,3.67,281582,71914,50.53496571,-3.67232085,7020
South West,Devon,A381,'A' road,Local authority,Major,A381,A381,1.00,0.62,280030,60800,50.43474135,-3.69064410,7022
South West,Devon,A386,'A' road,Local authority,Major,C Road HATHERLEIGH ROAD,A3072 Lamerton Cross,2.90,1.80,257435,98453,50.76809013,-4.02307219,7024
South West,Devon,A386,'A' road,Local authority,Major,B3357,C road to Lydford,12.00,7.46,250402,77933,50.58191075,-4.11443328,7025
South West,Cornwall excluding Isles of Scilly,A387,'A' road,Local authority,Major,B3252,B3253,1.70,1.06,228192,58202,50.39850991,-4.41880011,7027
South West,Cornwall excluding Isles of Scilly,A387,'A' road,Local authority,Major,Longcoombe Lane,B3359,2.90,1.80,221250,52000,50.34071551,-4.51343507,7028
South West,Devon,A388,'A' road,Local authority,Major,A3072,B3227,15.50,9.63,240000,112600,50.89065978,-4.27630029,7029
South West,Cornwall excluding Isles of Scilly,A390,'A' road,Local authority,Major,B3273,Charlestown Road roundabout,1.90,1.18,202000,51940,50.33401886,-4.78361289,7033
South West,Cornwall excluding Isles of Scilly,A390,'A' road,Local authority,Major,Station Road roundabout,A39,1.20,0.75,181740,44257,50.25786518,-5.06345213,7034
South West,Cornwall excluding Isles of Scilly,A392,'A' road,Local authority,Major,A3058,A39,6.60,4.10,189141,59788,50.40004272,-4.96845294,7037
South West,Cornwall excluding Isles of Scilly,A394,'A' road,Local authority,Major,Godolphin Rd roundabout,A39,13.40,8.33,168000,28738,50.11328229,-5.24642973,7039
South West,Somerset,A396,'A' road,Local authority,Major,B3224,A39,10.90,6.77,294330,141291,51.16107565,-3.51254908,7040
South West,Devon,A396,'A' road,Local authority,Major,A3072,"Ashley Rise, Tiverton",5.20,3.23,295000,110703,50.88623452,-3.49410341,7041
London,Camden,A400,'A' road,Local authority,Major,A502,Delancey St,0.20,0.12,528950,183780,51.53820301,-0.14206621,7043
London,Camden,A400,'A' road,Local authority,Major,A501,Harrington Sq,0.90,0.56,529200,183000,51.53113612,-0.13874958,7044
London,Hammersmith and Fulham,A402,'A' road,Local authority,Major,A219,A3220,0.50,0.31,523600,179830,51.50389880,-0.22055194,7045
South West,"Bristol, City of",A403,'A' road,Local authority,Major,Kings Road Avenue,Unclassified Road,5.80,3.60,352000,180000,51.51686856,-2.69315220,7046
South East,Buckinghamshire,A404,'A' road,Local authority,Major,Inkerman Drive,A413,6.10,3.79,489920,196052,51.65607728,-0.70150609,7048
London,Hillingdon,A404,'A' road,Local authority,Major,A4180,A4125,2.00,1.24,509000,190930,51.60666871,-0.42738223,7049
London,Harrow,A404,'A' road,Local authority,Major,A312,B458,0.70,0.43,515300,187880,51.57800201,-0.33744849,7050
London,Brent,A404,'A' road,Local authority,Major,A4005,A4005,0.60,0.37,516940,185240,51.55393762,-0.31466906,7051
London,Brent,A404,'A' road,Local authority,Major,A406,A407,1.50,0.93,520000,184160,51.54358955,-0.27092153,7052
East of England,Hertfordshire,A405,'A' road,Highways England,Major,M1,M25,1.30,0.81,511990,202220,51.70755504,-0.38060836,7053
East of England,Hertfordshire,M25,Motorway,Highways England,Major,17,18,2.30,1.43,503800,195000,51.64423259,-0.50123839,7054
London,Brent,A406,'A' road,Local authority,Major,LA Boundary,A404,1.10,0.68,519660,183950,51.54177425,-0.27589348,7055
London,Enfield,A406,'A' road,Local authority,Major,A109,A1110,0.70,0.43,529400,192130,51.61313865,-0.13250867,7057
London,Waltham Forest,A406,'A' road,Local authority,Major,A1009,A112,1.70,1.06,536850,191500,51.60571610,-0.02522367,7058
London,Barnet,A407,'A' road,Local authority,Major,A41,A598,0.50,0.31,525000,186440,51.56299643,-0.19804614,7060
London,Brent,A407,'A' road,Local authority,Major,A404,A4088,1.80,1.12,522000,184800,51.54891342,-0.24187247,7061
London,Harrow,A409,'A' road,Local authority,Major,A4005,A410,3.20,1.99,515377,190000,51.59704055,-0.33564122,7063
London,Harrow,A410,'A' road,Local authority,Major,A409,A4140,2.20,1.37,516000,191950,51.61443890,-0.32600585,7064
East of England,Hertfordshire,A411,'A' road,Local authority,Major,A4140,A409,1.30,0.81,515000,194610,51.63855159,-0.33956916,7065
East of England,Hertfordshire,A412,'A' road,Local authority,Major,Long Lane,A404,1.90,1.18,505000,194100,51.63592056,-0.48417224,7067
East of England,Hertfordshire,A414,'A' road,Local authority,Major,B1197 London Rd,A10,1.80,1.12,534000,212400,51.79421309,-0.05832730,7073
East of England,Hertfordshire,A1057,'A' road,Local authority,Major,"Lyon Way, St Albans","Poplar Avenue, Hatfield",1.60,0.99,520000,207891,51.75686665,-0.26278688,7074
East of England,Hertfordshire,A414,'A' road,Local authority,Major,A4251,A4146,0.90,0.56,505470,206000,51.74279350,-0.47379039,7075
West Midlands,"Herefordshire, County of",A417,'A' road,Local authority,Major,A49,A465,11.00,6.84,355643,250731,52.15307817,-2.64974129,7077
South West,Gloucestershire,A417,'A' road,Local authority,Major,B4213,A40,10.90,6.77,380308,222434,51.90010609,-2.28760354,7078
South West,Gloucestershire,A417,'A' road,Local authority,Major,A40,M5 Junction 11A,1.80,1.12,387300,218140,51.86170244,-2.18582286,7079
East of England,Bedford,A6,'A' road,Local authority,Major,A5134,A5141,1.60,0.99,504600,248000,52.12044206,-0.47363252,7083
South West,Swindon,A419,'A' road,Highways England,Major,A4312 / A420,A4259,4.50,2.80,419393,185240,51.56570606,-1.72160050,7086
South West,Gloucestershire,A419,'A' road,Local authority,Major,A38,M5 Junction 13,1.00,0.62,377540,207110,51.76222250,-2.32683366,7090
South East,Oxfordshire,A420,'A' road,Local authority,Major,A338 Tobney Wood,A34 Botley,7.80,4.85,446520,204200,51.73459226,-1.32774159,7091
South West,Wiltshire,A3102,'A' road,Local authority,Major,B4042,M4,3.30,2.05,409549,182865,51.54460272,-1.86368625,7094
South West,Wiltshire,A420,'A' road,Local authority,Major,B4528 Hardenhuish Lane,Park Lane,0.90,0.56,391100,173930,51.46426879,-2.12950077,7095
South West,"Bristol, City of",A420,'A' road,Local authority,Major,Midland Rd,Trinity Rd,0.30,0.19,359997,173312,51.45736181,-2.57714651,7097
South East,Oxfordshire,A41,'A' road,Local authority,Major,M40 Junction 9,BICESTER BP,3.70,2.30,455627,219558,51.87183699,-1.19341765,7098
West Midlands,Worcestershire,A44,'A' road,Local authority,Major,A4440,A4538,2.70,1.68,390428,253830,52.18264709,-2.14140909,7099
West Midlands,Warwickshire,A3400,'A' road,Local authority,Major,A422,A3400 Bridgeway,0.40,0.25,420550,254890,52.19188502,-1.70078710,7100
West Midlands,Coventry,A4082,'A' road,Local authority,Major,A444,B4110,0.80,0.50,435000,277100,52.39082829,-1.48711009,7103
South East,Oxfordshire,A4260,'A' road,Local authority,Major,A4095,B4030,7.90,4.91,446260,220000,51.87666448,-1.32940251,7105
South East,Oxfordshire,A423,'A' road,Local authority,Major,A4142 / A4074 Heyford hill,A4144,1.50,0.93,452760,203000,51.72325271,-1.23757038,7106
West Midlands,Warwickshire,A425,'A' road,Local authority,Major,A425 Banbury Rd,A452,2.20,1.37,430000,264900,52.28144496,-1.56166266,7109
East Midlands,West Northamptonshire,A4256,'A' road,Local authority,Major,A425/A45,A425 Northern Way/South Way,1.50,0.93,456924,262718,52.25970833,-1.16740250,7110
East Midlands,Leicestershire,A426,'A' road,Local authority,Major,B581,Wychwood Road roundabout,5.70,3.54,456155,295171,52.55151428,-1.17323975,7111
West Midlands,Warwickshire,A426,'A' road,Local authority,Major,A428,Brownsover Rd,2.70,1.68,450150,276000,52.37976523,-1.26466722,7112
West Midlands,Telford and Wrekin,A41,'A' road,Local authority,Major,A518W,A518 E,1.10,0.68,375745,319000,52.76806079,-2.36092458,7114
East Midlands,North Northamptonshire,A427,'A' road,Local authority,Major,A6/A4304,A6003,12.20,7.58,480001,287567,52.48019078,-0.82344687,7116
East Midlands,Northamptonshire,A427,'A' road,Local authority,Major,"Church St, Weldon",Stoke Hill/Mill Road roundabout,11.40,7.08,499990,288725,52.48730608,-0.52886683,7117
West Midlands,Coventry,A428,'A' road,Local authority,Major,B4082,A46,1.30,0.81,438116,278000,52.39871260,-1.44122267,7118
East Midlands,West Northamptonshire,A428,'A' road,Local authority,Major,A5(T),A5(T),0.70,0.43,456987,272934,52.35153664,-1.16475500,7119
East of England,Bedford,A4280,'A' road,Local authority,Major,A6,Kimbolton Road roundabout,0.30,0.19,505097,250059,52.13885289,-0.46574078,7121
West Midlands,Coventry,A429,'A' road,Local authority,Major,A45,B4107 Earlsdon Ave,1.10,0.68,431993,277010,52.39020205,-1.53130266,7122
West Midlands,Warwickshire,A429,'A' road,Local authority,Major,A4189,A425,0.50,0.31,428186,264830,52.28091139,-1.58825724,7123
West Midlands,Warwickshire,A429,'A' road,Local authority,Major,LA Boundary,A3400,7.40,4.60,423400,240000,52.05790411,-1.66011283,7124
South West,Gloucestershire,A429,'A' road,Local authority,Major,A436,A424,4.70,2.92,416085,221031,51.88761530,-1.76768491,7125
South West,Wiltshire,A350,'A' road,Local authority,Major,B4158,M4 Jn 17,4.50,2.80,391180,175600,51.47928596,-2.12839133,7127
South West,Bath and North East Somerset,A367,'A' road,Local authority,Major,Avon St,A4,0.70,0.43,374700,164540,51.37933842,-2.36490346,7128
South West,South Gloucestershire,A432,'A' road,Local authority,Major,LA Boundary,A4017,1.00,0.62,365000,176600,51.48725696,-2.50546841,7130
West Midlands,Birmingham,A435,'A' road,Local authority,Major,A4040,B4217,2.10,1.30,407400,282000,52.43594003,-1.89257143,7132
West Midlands,Warwickshire,A435,'A' road,Local authority,Major,A4189,A4023,1.30,0.81,408570,267000,52.30107204,-1.87573723,7133
South West,Gloucestershire,A435,'A' road,Local authority,Major,A436,Stratton Heights,16.90,10.50,400014,213240,51.81779407,-2.00119255,7136
West Midlands,"Herefordshire, County of",A438,'A' road,Local authority,Major,A4172,A417,5.10,3.17,370151,238548,52.04452670,-2.43662651,7139
West Midlands,"Herefordshire, County of",A438,'A' road,Local authority,Major,A480,"Huntington Lane, Hereford",1.40,0.87,348000,241200,52.06672683,-2.75998560,7140
West Midlands,Birmingham,A441,'A' road,Local authority,Major,A4040,A4040,0.90,0.56,405200,280000,52.41798495,-1.92496204,7142
West Midlands,Shropshire,A442,'A' road,Local authority,Major,B4363,B4379/B4176,10.10,6.28,372950,300000,52.59712814,-2.40078003,7146
West Midlands,Worcestershire,A38,'A' road,Local authority,Major,A442,B4065,1.60,0.99,390000,263900,52.27317376,-2.14796845,7147
East Midlands,Derbyshire,A444,'A' road,Local authority,Major,A514,LA Boundary,2.30,1.43,427283,319494,52.77237047,-1.59703044,7148
West Midlands,Warwickshire,A445,'A' road,Local authority,Major,A452,Kenilworth Rd,2.60,1.62,432000,266951,52.29977147,-1.53215372,7151
West Midlands,Warwickshire,A446,'A' road,Local authority,Major,Faraday Avenue roundabout,M42 Junction 9,1.30,0.81,418758,293265,52.53694279,-1.72487120,7152
West Midlands,Warwickshire,A446,'A' road,Highways England,Major,LA Boundary,A452 / B4438,1.00,0.62,420250,285000,52.46258803,-1.70337509,7153
East Midlands,Leicestershire,A447,'A' road,Local authority,Major,"Rogue's Lane, Earl Shilton",B585,7.20,4.47,443300,300000,52.59609445,-1.36218289,7154
West Midlands,Staffordshire,A449,'A' road,Local authority,Major,A5(T),B5012,3.00,1.86,391547,312000,52.70561665,-2.12653685,7156
West Midlands,Wolverhampton,A4150,'A' road,Local authority,Major,A41,A449,0.80,0.50,391000,298300,52.58244863,-2.13425198,7157
West Midlands,Worcestershire,A449,'A' road,Local authority,Major,B4189,LA Boundary,3.30,2.05,384760,279640,52.41455631,-2.22548474,7159
West Midlands,Worcestershire,A449,'A' road,Local authority,Major,A449 (principal),A4133,3.80,2.36,384920,259360,52.23224025,-2.22221605,7161
West Midlands,"Herefordshire, County of",A449,'A' road,Local authority,Major,M50,B4224,3.30,2.05,361678,226594,51.93653216,-2.55882499,7163
West Midlands,Worcestershire,A450,'A' road,Local authority,Major,A448,A456,6.50,4.04,387407,274969,52.37263159,-2.18639062,7164
West Midlands,Worcestershire,A451,'A' road,Local authority,Major,A456,A449,1.20,0.75,383482,277547,52.39570271,-2.24417033,7165
West Midlands,Walsall,A452,'A' road,Local authority,Major,A454,A461,4.60,2.86,405780,304171,52.63527499,-1.91602242,7166
West Midlands,Birmingham,A452,'A' road,Local authority,Major,A5127,A453,2.50,1.55,410000,294200,52.54557679,-1.85396397,7167
West Midlands,Solihull,A452,'A' road,Local authority,Major,A446,M42,1.60,0.99,420000,285000,52.46259714,-1.70705466,7169
West Midlands,Warwickshire,A452,'A' road,Local authority,Major,A429,B4103 Clinton Lane,1.30,0.81,428000,273190,52.35607823,-1.59029125,7170
West Midlands,Birmingham,A453,'A' road,Local authority,Major,A452,A5127,2.10,1.30,409993,294416,52.54751872,-1.85406063,7172
West Midlands,Staffordshire,A453,'A' road,Local authority,Major,A5 spur,roundabout west of Ventura Park Road roundabout,1.20,0.75,418991,303036,52.62477423,-1.72088034,7173
East Midlands,Nottingham,A6005,'A' road,Local authority,Major,A6130,A6008,1.50,0.93,455800,339140,52.94677319,-1.17101568,7176
West Midlands,Wolverhampton,A454,'A' road,Local authority,Major,A4150,B4464,4.00,2.49,395050,298460,52.58394013,-2.07448343,7177
West Midlands,Walsall,A454,'A' road,Local authority,Major,M6,A4148,1.60,0.99,400000,298770,52.58675069,-2.00142752,7178
West Midlands,Birmingham,A456,'A' road,Local authority,Major,A4040,A4540,3.40,2.11,405000,286000,52.47192705,-1.92781599,7179
West Midlands,Dudley,A456,'A' road,Local authority,Major,LA Boundary,A459,3.20,1.99,396000,282560,52.44100785,-2.06026548,7180
West Midlands,"Herefordshire, County of",A456,'A' road,Local authority,Major,Aynall Lane,LA Boundary,4.10,2.55,353680,268141,52.30942975,-2.68082054,7182
West Midlands,Sandwell,A457,'A' road,Local authority,Major,A4037,A461,2.60,1.62,395000,292370,52.52919123,-2.07512774,7183
West Midlands,Dudley,A458,'A' road,Local authority,Major,A459,A4034,1.70,1.06,397370,284000,52.45396232,-2.04012297,7188
West Midlands,Staffordshire,A460,'A' road,Local authority,Major,New Rd,M6,2.20,1.37,394975,306300,52.65441951,-2.07571190,7191
West Midlands,Walsall,A461,'A' road,Local authority,Major,A454,B4154,1.80,1.12,402166,299866,52.59659961,-1.96945073,7192
West Midlands,Sandwell,A461,'A' road,Local authority,Major,A462,M6,2.40,1.49,399650,296000,52.56184855,-2.00658962,7193
West Midlands,Sandwell,A461,'A' road,Local authority,Major,A4123(T),A457,1.00,0.62,396020,291000,52.51688367,-2.06007560,7194
West Midlands,Dudley,A461,'A' road,Local authority,Major,A4100,A4036,2.60,1.62,392000,287900,52.48896936,-2.11923990,7195
West Midlands,Staffordshire,A462,'A' road,Local authority,Major,B4210,M6,2.50,1.55,397152,304841,52.64131985,-2.04351692,7196
West Midlands,Walsall,A462,'A' road,Local authority,Major,LA Boundary,A4038,1.00,0.62,398000,296000,52.56184470,-2.03092985,7197
West Midlands,Dudley,A463,'A' road,Local authority,Major,A459,LA Boundary,1.90,1.18,393000,294230,52.54588995,-2.10464833,7198
West Midlands,"Herefordshire, County of",A465,'A' road,Local authority,Major,Southolme Road roundabout,A49,1.90,1.18,350339,238893,52.04620246,-2.72553164,7200
North West,West Cheshire,A483,'A' road,Local authority,Major,Herons Way roundabout,A5104,2.50,1.55,340000,364130,53.17089958,-2.89903880,7202
West Midlands,Shropshire,A488,'A' road,Local authority,Major,B4380,A458,1.50,0.93,348000,312340,52.70623130,-2.77104820,7203
West Midlands,Shropshire,A489,'A' road,Local authority,Major,A488,A49,13.40,8.33,340000,287500,52.48212278,-2.88492375,7204
West Midlands,Worcestershire,A491,'A' road,Local authority,Major,B4551,B4091,1.60,0.99,395000,276120,52.38310247,-2.07487701,7206
London,Islington,A501,'A' road,Local authority,Major,Penton Rise,A1,0.60,0.37,531000,183090,51.53153066,-0.11278104,7209
London,Barnet,A502,'A' road,Local authority,Major,A598,A406,1.60,0.99,525000,187470,51.57225306,-0.19768017,7210
London,Islington,A503,'A' road,Local authority,Major,Isledon Rd,Stroud Green Rd/Blackstock Rd,0.30,0.19,531360,186700,51.56388868,-0.10624732,7212
London,Islington,A503,'A' road,Local authority,Major,A1/A5203,A103,0.30,0.19,530700,185870,51.55658317,-0.11607161,7213
London,Camden,A503,'A' road,Local authority,Major,A400,A5202,0.30,0.19,529150,184100,51.54103314,-0.13906671,7214
London,Haringey,A504,'A' road,Local authority,Major,A1201,A103,1.40,0.87,530000,189220,51.58684987,-0.12492523,7215
London,Barnet,A504,'A' road,Local authority,Major,A502,A1,0.70,0.43,523600,189400,51.58990688,-0.21719122,7216
East of England,Luton,A505,'A' road,Local authority,Major,A5228,A6,2.40,1.49,507950,222080,51.88684435,-0.43287681,7219
East of England,Hertfordshire,A507,'A' road,Local authority,Major,"Wallington Rd, Baldock",A10,12.30,7.64,529944,230500,51.95781859,-0.11030009,7221
East Midlands,West Northamptonshire,A508,'A' road,Local authority,Major,A5123,A5095,1.10,0.68,475276,262042,52.25143004,-0.89872323,7223
East Midlands,West Northamptonshire,A508,'A' road,Local authority,Major,A5,High St,11.50,7.15,475131,249995,52.14316033,-0.90351228,7224
South East,Milton Keynes,A509,'A' road,Local authority,Major,A422,A428,10.00,6.21,488760,250000,52.14118345,-0.70439903,7225
East Midlands,Leicestershire,A512,'A' road,Local authority,Major,A42(T),St Georges Hill,4.10,2.55,440000,317170,52.75069115,-1.40882033,7226
West Midlands,Staffordshire,A513,'A' road,Local authority,Major,"School Lane, Stafford",A51,6.80,4.23,400144,320803,52.78482053,-1.99929973,7227
East Midlands,Derby,A514,'A' road,Local authority,Major,Glenwood Rd,A5111,3.20,1.99,437200,332000,52.88419805,-1.44862144,7228
West Midlands,Staffordshire,A515,'A' road,Local authority,Major,B5017 Stubby Lane,LA Boundary,3.00,1.86,416086,330000,52.86726003,-1.76248461,7231
East Midlands,Derby,A516,'A' road,Local authority,Major,A38,A5111,1.50,0.93,432746,335093,52.91228932,-1.51449842,7232
East Midlands,Derbyshire,A517,'A' road,Local authority,Major,A515,"Bridge Hill, Belper",17.20,10.69,419751,346253,53.01323981,-1.70705782,7233
West Midlands,Staffordshire,A518,'A' road,Local authority,Major,B5013,B5017,1.60,0.99,408332,332707,52.89176827,-1.87760140,7235
West Midlands,Staffordshire,A519,'A' road,Local authority,Major,A51,A5182,5.60,3.48,385295,340000,52.95718432,-2.22034032,7236
London,Camden,A5202,'A' road,Local authority,Major,B512,A503,0.90,0.56,529300,184000,51.54010015,-0.13694167,7237
West Midlands,Staffordshire,A520,'A' road,Local authority,Major,A520 Christchurch Way,"Airdale Rd, Stone",0.60,0.37,390400,334382,52.90679908,-2.14417995,7238
West Midlands,Staffordshire,A521,'A' road,Local authority,Major,"Hammersley Hayes Rd, Cheadle",A52,3.30,2.05,401083,345000,53.00233497,-1.98530899,7239
West Midlands,Staffordshire,A522,'A' road,Local authority,Major,A52,"Park Drive, Cheadle",3.50,2.17,400000,344550,52.99829067,-2.00144697,7240
North West,East Cheshire,A523,'A' road,Local authority,Major,A5149,First Avenue,4.50,2.80,391050,380124,53.31798499,-2.13580840,7241
West Midlands,Staffordshire,A525,'A' road,Local authority,Major,LA Boundary,A531,4.90,3.04,375025,343000,52.98376933,-2.37344684,7243
West Midlands,Staffordshire,A527,'A' road,Local authority,Major,"Grange Rd, Biddulph",LA Boundary,2.20,1.37,388623,360574,53.14220768,-2.17153508,7244
West Midlands,Shropshire,A495,'A' road,Local authority,Major,A528,A528,1.60,0.99,341187,334050,52.90067134,-2.87578415,7245
West Midlands,Shropshire,A529,'A' road,Local authority,Major,A41(T),A529 Shropshire St,8.60,5.34,368800,330075,52.86725772,-2.46491589,7246
North West,Cheshire,A530,'A' road,Local authority,Major,A532,LA boundary at Newfield Hall,11.10,6.90,368300,360000,53.13622091,-2.47529035,7247
North West,West Cheshire,A533,'A' road,Local authority,Major,A49(T),"Stone Heyes Lane, Northwich",2.90,1.80,362170,375900,53.27873481,-2.56880382,7250
North West,East Cheshire,A533,'A' road,Local authority,Major,"Heath Rd, Sandbach","Heath Ave, Alsager",5.10,3.17,380000,357900,53.11791503,-2.30027624,7251
North West,Cheshire,A534,'A' road,Local authority,Major,A41,A49,8.40,5.22,350000,354200,53.08268237,-2.74790450,7252
North West,East Cheshire,A534,'A' road,Local authority,Major,A532,A533W,7.00,4.35,373850,357520,53.11423168,-2.39213143,7253
North West,East Cheshire,A537,'A' road,Local authority,Major,"Ecton Ave, Macclesfield",LA Boundary,11.50,7.15,400000,372100,53.24593694,-2.00145630,7255
North West,Trafford,A538,'A' road,Local authority,Major,A5144,M56,2.70,1.68,380043,385412,53.36521256,-2.30136642,7256
North West,West Cheshire,A540,'A' road,Local authority,Major,B5133,B5135,4.10,2.55,330250,378650,53.30020538,-3.04805236,7257
North West,West Cheshire,A51,'A' road,Local authority,Major,A5268,A5115,1.10,0.68,341500,366500,53.19236808,-2.87703699,7259
North West,Wirral,A551,'A' road,Local authority,Major,M53/A5027,A553,1.00,0.62,326300,389500,53.39717962,-3.10983917,7261
North West,Wirral,A552,'A' road,Local authority,Major,M53,B5151,2.20,1.37,330000,386700,53.37251954,-3.05358527,7262
North West,Wirral,A553,'A' road,Local authority,Major,A551,A554,2.50,1.55,328000,390460,53.40604232,-3.08449741,7263
North West,West Cheshire,A556,'A' road,Local authority,Major,A530,A559,3.60,2.24,369201,373405,53.25676561,-2.46311932,7265
North West,Halton,A557,'A' road,Local authority,Major,A533,A533,5.30,3.29,351363,380358,53.31791957,-2.73155176,7267
North West,West Cheshire,A559,'A' road,Local authority,Major,A533,A530,3.30,2.05,368000,374500,53.26653664,-2.48123169,7269
North West,Stockport,A560,'A' road,Local authority,Major,LA Boundary,A34,1.30,0.81,384026,388666,53.39459737,-2.24167980,7270
North West,Stockport,A560,'A' road,Local authority,Major,A627,LA Boundary,1.60,0.99,394000,392600,53.43016791,-2.09176726,7272
North West,Liverpool,A561,'A' road,Local authority,Major,Renaissance Way,LA Boundary,1.50,0.93,345000,383660,53.34697354,-2.82763051,7273
North West,Liverpool,A5058,'A' road,Local authority,Major,LA Boundary,A59,0.40,0.25,335500,394960,53.44745492,-2.97262425,7274
North West,Liverpool,A5058,'A' road,Local authority,Major,A5080,A57,1.00,0.62,340000,391100,53.41329604,-2.90414229,7275
North West,Liverpool,A562,'A' road,Local authority,Major,A5039,A5048,0.40,0.25,336000,389300,53.39664894,-2.96394615,7276
North West,Warrington,A562,'A' road,Local authority,Major,LA Boundary,A5080,2.40,1.49,355323,387191,53.37968520,-2.67307977,7277
North West,Sefton,A565,'A' road,Local authority,Major,A5267,A570,4.30,2.67,332114,415001,53.62713511,-3.02795017,7278
North West,Sefton,A566,'A' road,Local authority,Major,A5090,A5038,0.70,0.43,335000,396500,53.46123348,-2.98047006,7280
North West,Sefton,A567,'A' road,Local authority,Major,A566,A5036,1.50,0.93,334000,396500,53.46110897,-2.99552908,7281
North West,Liverpool,A567,'A' road,Local authority,Major,A5038,A5056,0.30,0.19,334580,393700,53.43601777,-2.98621198,7282
North West,Sefton,A570,'A' road,Local authority,Major,A5267,A565,1.30,0.81,334000,416600,53.64174668,-2.99977783,7283
North West,Lancashire,A570,'A' road,Local authority,Major,LA Boundary,M58,2.70,1.68,346000,404000,53.52988469,-2.81610658,7284
North West,St. Helens,A569,'A' road,Local authority,Major,A57,Cranshaw Ave,2.30,1.43,353091,390277,53.40722801,-2.70708933,7285
North West,St. Helens,A571,'A' road,Local authority,Major,MOSS BANK ROAD,LA Boundary,2.70,1.68,352970,400000,53.49460507,-2.71036696,7286
North West,Wigan,A572,'A' road,Local authority,Major,LA Boundary,A579,1.90,1.18,360992,396246,53.46152224,-2.58898819,7287
North West,Salford,A572,'A' road,Local authority,Major,Falconwood Chase,M60,1.60,0.99,373915,400819,53.50342728,-2.39473460,7288
North West,Wigan,A58,'A' road,Local authority,Major,A573,A573,0.40,0.25,360410,402750,53.51993548,-2.59857601,7289
North West,Warrington,A5060,'A' road,Local authority,Major,A56,A49,1.70,1.06,360490,387010,53.37847098,-2.59538704,7290
North West,Bolton,A575,'A' road,Local authority,Major,A5082,A575 Gladstone Rd,1.00,0.62,373458,405902,53.54909021,-2.40205654,7291
North West,Salford,A576,'A' road,Local authority,Major,M602,A5185,0.90,0.56,378500,399200,53.48908402,-2.32549980,7292
North West,Bury,A576,'A' road,Local authority,Major,M60,A6045,0.40,0.25,384500,405000,53.54142768,-2.23536116,7293
North West,Wigan,A577,'A' road,Local authority,Major,A577 Ellesmere Road,A49 Warrington Rd,1.10,0.68,356100,404655,53.53671363,-2.66384482,7294
North West,Wigan,A577,'A' road,Local authority,Major,A5082,LA Boundary,1.50,0.93,371403,401500,53.50941741,-2.43266810,7296
North West,Liverpool,A580,'A' road,Local authority,Major,A5089,A5058,1.80,1.12,336000,393860,53.43763024,-2.96487313,7297
North West,Knowsley,A580,'A' road,Local authority,Major,A5207,A5208,1.70,1.06,343000,396850,53.46530687,-2.86005686,7298
North West,St. Helens,A580,'A' road,Local authority,Major,A571,A58,2.10,1.30,354000,397540,53.47258665,-2.69448064,7299
North West,Wigan,A580,'A' road,Local authority,Major,A574,A572,5.30,3.29,370000,400162,53.49731244,-2.45369398,7300
North West,Salford,A580,'A' road,Local authority,Major,M60,A572,2.00,1.24,376000,401715,53.51158014,-2.36336975,7301
North West,Lancashire,A581,'A' road,Local authority,Major,B5252,A6,3.80,2.36,357163,417883,53.65569218,-2.64962626,7302
North West,Lancashire,A583,'A' road,Local authority,Major,M55 Jn 4,A585,6.70,4.16,340000,432600,53.78626014,-2.91214147,7304
North West,Lancashire,A585,'A' road,Highways England,Major,A586,M55,5.50,3.42,341060,436000,53.81693673,-2.89670662,7306
North West,Blackpool,A586,'A' road,Local authority,Major,B5124,A587,1.40,0.87,332000,437240,53.82697203,-3.03456791,7307
North West,Blackpool,A587,'A' road,Local authority,Major,B5214,A584,2.30,1.43,331770,441050,53.86117965,-3.03890791,7308
North West,Westmorland and Furness,A590,'A' road,Highways England,Major,B5278,A592,4.50,2.80,334460,484210,54.24936592,-3.00736230,7310
North West,Cumbria,A591,'A' road,Local authority,Major,A593,A5271,25.10,15.60,330000,520593,54.57568962,-3.08439681,7311
